customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
XW90265,Unknow,Unknow,Bachelor,0,81676,72,0,Personal Auto,Unknow,463
HS67749,California,Unknow,College,0,71038,86,0,Corporate Auto,Unknow,205
VZ51506,Unknow,Unknow,High School or Below,0,0,103,0,Corporate Auto,Luxury,741
UI64281,Unknow,Unknow,Master,0,20832,65,0,Personal Auto,Unknow,56
AE98193,Washington,Unknow,High School or Below,0,0,113,0,Personal Auto,Unknow,813
AZ74055,Unknow,Unknow,High School or Below,0,52405,103,0,Personal Auto,Unknow,494
XS76911,Unknow,Unknow,High School or Below,0,0,133,0,Personal Auto,Luxury,795
AY40674,Washington,Unknow,Bachelor,0,26583,1005,4,Personal Auto,Unknow,614
NA12740,Unknow,Unknow,Master,0,25486,65,0,Special Auto,Unknow,72
UA84837,Unknow,Unknow,College,0,24065,111,0,Corporate Auto,Unknow,532
DJ51510,Unknow,Unknow,High School or Below,0,70435,116,0,Personal Auto,Unknow,67
VM58985,California,Unknow,College,0,0,76,2,Personal Auto,Unknow,402
OH60605,Unknow,Unknow,High School or Below,0,39679,92,0,Personal Auto,Unknow,641
UO98052,Unknow,Unknow,College,0,0,89,0,Personal Auto,Unknow,342
NC53424,California,Unknow,Bachelor,0,0,69,4,Personal Auto,Unknow,331
LQ13873,Unknow,Unknow,High School or Below,0,53565,71,1,Personal Auto,Unknow,340
LA97014,Washington,Unknow,Bachelor,0,37574,66,1,Personal Auto,Unknow,412
NB79936,Washington,Unknow,Bachelor,0,48259,108,0,Personal Auto,Unknow,73
NT89061,Unknow,Unknow,High School or Below,0,78532,78,0,Personal Auto,Unknow,374
AF10970,Unknow,Unknow,Bachelor,0,96163,73,0,Corporate Auto,Unknow,350
ZG48513,California,Unknow,Bachelor,0,0,72,0,Personal Auto,Unknow,345
JQ59145,California,M,High School or Below,0,0,114,1,Personal Auto,Luxury,722
FE84989,Washington,M,College,0,72672,63,0,Personal Auto,Unknow,259
JT52858,Unknow,Unknow,Bachelor,0,99002,112,1,Personal Auto,Unknow,537
MC62068,Unknow,M,High School or Below,0,79494,91,0,Personal Auto,Unknow,396
EU27538,Unknow,M,Master,0,35704,225,0,Personal Auto,Luxury,358
RH42306,Unknow,Unknow,Bachelor,0,0,71,0,Corporate Auto,Unknow,653
US23612,Unknow,Unknow,High School or Below,0,26049,118,0,Personal Auto,Unknow,121
WV76014,Unknow,M,Doctor,0,70125,64,0,Special Auto,Unknow,92
RK96223,Unknow,M,College,0,52369,110,1,Personal Auto,Unknow,528
MF82000,Washington,F,Bachelor,0,0,66,2,Special Auto,Unknow,159
FM46980,Unknow,M,College,0,41770,72,0,Personal Auto,Unknow,476
SY56792,Unknow,M,High School or Below,0,0,101,0,Corporate Auto,Unknow,727
RF61565,Unknow,Unknow,College,0,31911,67,0,Personal Auto,Unknow,321
IM94808,Unknow,Unknow,Bachelor,0,70051,68,0,Corporate Auto,Unknow,42
VI14730,Unknow,Unknow,High School or Below,0,19683,117,1,Personal Auto,Luxury,561
YR34119,Washington,Unknow,College,0,30916,112,0,Personal Auto,Unknow,200
RR77985,Unknow,Unknow,Bachelor,0,0,80,0,Personal Auto,Unknow,676
QD28391,Unknow,Unknow,College,0,84302,62,0,Personal Auto,Unknow,76
WV17090,Unknow,Unknow,Bachelor,0,0,116,0,Corporate Auto,Unknow,830
TM23514,Unknow,Unknow,College,0,60145,132,0,Personal Auto,Unknow,580
MQ68407,Unknow,Unknow,Bachelor,0,63774,111,0,Personal Auto,Unknow,60
GJ59592,Unknow,Unknow,Bachelor,0,25134,67,0,Corporate Auto,Unknow,321
FY56083,Unknow,Unknow,Bachelor,0,37057,61,1,Personal Auto,Unknow,47
UA94723,Unknow,Unknow,High School or Below,0,58577,110,0,Personal Auto,Unknow,303
FW91032,Unknow,Unknow,High School or Below,0,85857,73,0,Corporate Auto,Unknow,100
DE34457,Unknow,Unknow,Doctor,0,70602,116,0,Personal Auto,Unknow,481
HD32044,Unknow,Unknow,Master,0,33816,106,2,Corporate Auto,Unknow,508
HH30454,Unknow,Unknow,Bachelor,0,0,153,0,Personal Auto,Unknow,1101
AH84063,Unknow,Unknow,College,0,89642,121,4,Corporate Auto,Unknow,86
QA17596,Unknow,Unknow,Bachelor,0,60068,98,0,Personal Auto,Unknow,470
XI41052,Unknow,Unknow,Bachelor,0,50044,139,0,Personal Auto,Unknow,667
DI30528,Unknow,Unknow,Master,0,36650,69,1,Personal Auto,Unknow,56
SC66359,Unknow,Unknow,College,0,50653,110,0,Corporate Auto,Unknow,262
EN61670,Unknow,Unknow,Doctor,0,68931,66,0,Personal Auto,Unknow,309
DQ10761,Unknow,Unknow,Bachelor,0,0,73,1,Corporate Auto,Unknow,350
BQ51587,Unknow,Unknow,College,0,0,73,0,Personal Auto,Unknow,365
JE21522,Unknow,Unknow,Bachelor,0,39266,80,0,Personal Auto,Unknow,384
WS47147,Unknow,Unknow,College,0,0,102,0,Personal Auto,Unknow,489
ZA64638,Unknow,Unknow,High School or Below,0,0,98,1,Personal Auto,Unknow,705
EW38459,Unknow,Unknow,Bachelor,0,40864,65,0,Corporate Auto,Unknow,9
QW87316,Unknow,Unknow,College,0,39035,68,0,Personal Auto,Unknow,244
IC43478,Unknow,Unknow,Bachelor,0,34923,98,0,Personal Auto,Unknow,639
TE34064,Unknow,Unknow,High School or Below,0,0,63,0,Personal Auto,Unknow,453
WU60905,Unknow,Unknow,High School or Below,0,0,111,0,Corporate Auto,Unknow,532
YM18992,Unknow,Unknow,College,0,24506,71,0,Personal Auto,Unknow,511
PD55753,Unknow,Unknow,High School or Below,0,0,82,0,Personal Auto,Unknow,554
KU56006,Unknow,Unknow,College,0,52220,70,1,Personal Auto,Unknow,336
MJ69973,Unknow,Unknow,High School or Below,0,0,74,0,Personal Auto,Unknow,402
TW43626,Unknow,Unknow,College,0,53554,67,0,Personal Auto,Unknow,327
XX84133,Unknow,Unknow,Bachelor,0,34476,67,1,Corporate Auto,Unknow,5
ZW84453,Unknow,Unknow,Bachelor,0,0,70,0,Personal Auto,Unknow,131
HO29524,Unknow,Unknow,College,0,68205,76,0,Personal Auto,Unknow,99
VE89726,Unknow,F,High School or Below,0,0,119,1,Personal Auto,Unknow,856
GE87503,Unknow,Unknow,High School or Below,0,53690,154,0,Personal Auto,Unknow,739
PX90263,Unknow,Unknow,High School or Below,0,0,72,0,Personal Auto,Unknow,518
NI17718,Unknow,F,High School or Below,0,0,61,0,Personal Auto,Unknow,292
FY32213,Unknow,F,High School or Below,0,74454,71,0,Personal Auto,Unknow,340
RZ13254,Unknow,F,Bachelor,0,0,73,0,Personal Auto,Unknow,350
GN45013,Unknow,Unknow,High School or Below,0,29664,71,0,Personal Auto,Unknow,340
NM39588,Unknow,Unknow,Doctor,0,72450,66,0,Corporate Auto,Unknow,84
KU84464,Unknow,F,Bachelor,0,47272,79,3,Personal Auto,Unknow,64
YH43527,Unknow,F,College,0,21585,92,0,Corporate Auto,Unknow,441
RO30676,Unknow,F,College,0,23827,106,2,Personal Auto,Unknow,37
QL59704,Unknow,F,College,0,69906,74,2,Corporate Auto,Unknow,202
QH19450,Unknow,F,High School or Below,0,0,72,0,Corporate Auto,Unknow,345
SA54664,Unknow,Unknow,Master,0,73196,66,1,Personal Auto,Unknow,85
CI38330,Unknow,Unknow,Bachelor,0,72217,6464,0,Personal Auto,Unknow,91
WB38524,Unknow,Unknow,High School or Below,0,46131,74,0,Personal Auto,Unknow,355
CE56187,Unknow,F,Master,0,54514,109,3,Personal Auto,Unknow,286
JL19416,Unknow,F,High School or Below,0,0,161,0,Personal Auto,Unknow,1159
JZ61422,Unknow,F,College,0,96668,66,0,Personal Auto,Unknow,316
LA13377,Unknow,Unknow,Doctor,0,78879,69,1,Personal Auto,Unknow,466
NC99948,Unknow,Unknow,College,0,0,69,0,Personal Auto,Unknow,331
QD34785,Unknow,F,Bachelor,0,0,76,0,Personal Auto,Unknow,364
RO26085,Unknow,F,Bachelor,0,0,112,0,Personal Auto,Luxury,1252
ES57969,Unknow,Unknow,Bachelor,0,29735,69,0,Personal Auto,Unknow,331
JK55587,Unknow,Unknow,High School or Below,0,23082,65,0,Special Auto,Unknow,312
RN97635,Unknow,Unknow,Bachelor,0,53984,80,0,Corporate Auto,Unknow,421
BI76326,Unknow,F,College,0,52135,156,0,Personal Auto,Unknow,430
JA34909,Unknow,F,College,0,17576,71,0,Corporate Auto,Unknow,398
OJ90342,Unknow,F,Bachelor,0,29486,62,0,Personal Auto,Unknow,7
CM88932,Unknow,F,Master,0,58557,88,0,Corporate Auto,Unknow,55
JJ97525,Unknow,Unknow,Bachelor,0,25632,63,0,Personal Auto,Unknow,351
XV21647,Unknow,F,High School or Below,0,0,112,0,Personal Auto,Luxury,806
MC83487,Unknow,Unknow,Bachelor,0,18768,68,3,Corporate Auto,Unknow,647
BL90769,Unknow,F,Bachelor,0,33190,106,0,Personal Auto,Unknow,508
CR57148,Unknow,F,Master,0,47945,74,0,Personal Auto,Unknow,128
CP85232,Unknow,Unknow,College,0,58778,126,0,Special Auto,Unknow,302
YL74732,Unknow,F,High School or Below,0,15192,100,0,Personal Auto,Unknow,480
FG16766,Unknow,F,Bachelor,0,51859,171,0,Personal Auto,Unknow,1003
NV55438,Unknow,F,High School or Below,0,23422,72,0,Personal Auto,Unknow,518
RM10880,Unknow,F,College,0,21604,79,0,Corporate Auto,Unknow,379
GL56175,Unknow,Unknow,College,0,79298,90,0,Personal Auto,Unknow,244
UK52289,Unknow,F,Bachelor,0,76731,64,0,Special Auto,Unknow,201
OT85112,Unknow,Unknow,College,0,38460,88,1,Personal Auto,Unknow,91
BC62782,Unknow,Unknow,College,0,48534,115,1,Personal Auto,Unknow,552
TI19722,Unknow,Unknow,Doctor,0,30817,88,0,Corporate Auto,Unknow,91
JP30654,Unknow,Unknow,College,0,48412,104,0,Personal Auto,Unknow,707
UM45563,Unknow,Unknow,Bachelor,0,68798,114,0,Personal Auto,Unknow,92
EN60878,Unknow,Unknow,Bachelor,0,23712,85,0,Personal Auto,Unknow,376
JF36291,Unknow,Unknow,College,0,28142,105,0,Personal Auto,Luxury,701
BK59444,Unknow,Unknow,Master,0,72196,68,0,Personal Auto,Unknow,152
MK70700,Unknow,Unknow,Master,0,68197,69,0,Personal Auto,Unknow,176
IW71076,Unknow,Unknow,Bachelor,0,75248,63,0,Corporate Auto,Unknow,104
AP98768,Unknow,Unknow,College,0,0,98,0,Personal Auto,Unknow,941
OM24164,Unknow,Unknow,Bachelor,0,0,65,1,Personal Auto,Unknow,468
HR85211,Unknow,F,Master,0,89879,63,0,Personal Auto,Unknow,94
VC87846,Unknow,Unknow,High School or Below,0,46998,96,0,Corporate Auto,Unknow,460
ZM92052,Unknow,Unknow,Bachelor,0,57099,67,0,Personal Auto,Unknow,67
ON73702,Unknow,Unknow,Bachelor,0,33897,114,0,Corporate Auto,Unknow,539
QQ90441,Unknow,Unknow,High School or Below,0,59207,116,0,Personal Auto,Unknow,556
HU35721,Unknow,Unknow,High School or Below,0,40171,73,0,Personal Auto,Unknow,350
YP47665,Unknow,Unknow,Doctor,0,80192,67,0,Personal Auto,Unknow,95
FU99476,Unknow,Unknow,High School or Below,0,74422,85,1,Personal Auto,Unknow,95
AG85615,Unknow,Unknow,College,0,0,87,0,Special Auto,Unknow,626
OY74069,Unknow,Unknow,College,0,0,67,5,Personal Auto,Unknow,321
DJ91267,Unknow,Unknow,Bachelor,0,34226,244,0,Personal Auto,Luxury,494
KB72438,Unknow,Unknow,High School or Below,0,65989,123,1,Personal Auto,Unknow,115
TR67616,Unknow,Unknow,High School or Below,0,30686,61,0,Corporate Auto,Unknow,19
GF65731,Unknow,Unknow,Master,0,0,113,0,Personal Auto,Luxury,799
HB67642,Unknow,Unknow,High School or Below,0,20090,109,0,Personal Auto,Luxury,523
DP84567,Unknow,Unknow,High School or Below,0,0,183,0,Personal Auto,Luxury,878
VV77534,Unknow,Unknow,College,0,77094,176,0,Personal Auto,Unknow,444
GL67540,Unknow,Unknow,College,0,97413,73,0,Personal Auto,Unknow,268
SV50502,Unknow,Unknow,Master,0,79189,69,0,Corporate Auto,Unknow,331
UK59698,Unknow,Unknow,High School or Below,0,0,62,0,Personal Auto,Unknow,297
OA57352,Unknow,Unknow,College,0,18577,86,0,Personal Auto,Unknow,412
ZF84449,Unknow,Unknow,College,0,0,112,1,Special Auto,Luxury,806
AX86150,Unknow,Unknow,High School or Below,0,62777,67,0,Personal Auto,Unknow,101
HG39060,Unknow,M,Bachelor,0,0,74,0,Corporate Auto,Unknow,532
EM29359,Unknow,M,College,0,17483,183,0,Personal Auto,Luxury,1317
SF57173,Unknow,M,Master,0,84394,114,0,Personal Auto,Unknow,691
OT47603,Unknow,M,College,0,0,127,0,Personal Auto,Luxury,804
SW31412,Unknow,Unknow,College,0,41440,62,1,Personal Auto,Unknow,297
JS36322,Unknow,M,High School or Below,0,0,136,1,Personal Auto,Luxury,1090
RE81445,Unknow,Unknow,College,0,98132,71,0,Personal Auto,Unknow,50
RM24280,Unknow,Unknow,High School or Below,0,0,112,0,Personal Auto,Unknow,537
LC25393,Unknow,M,Bachelor,0,88220,230,0,Personal Auto,Luxury,151
UX38930,Unknow,Unknow,Master,0,58327,129,0,Personal Auto,Unknow,347
HD95496,Unknow,M,Master,0,25950,66,0,Personal Auto,Unknow,271
RX24650,Unknow,M,High School or Below,0,20993,133,0,Corporate Auto,Unknow,638
DW19309,Unknow,M,High School or Below,0,65726,177,0,Corporate Auto,Unknow,849
MT41386,Unknow,Unknow,Bachelor,0,84768,72,0,Personal Auto,Unknow,110
WZ40465,Unknow,Unknow,Bachelor,0,36234,63,0,Personal Auto,Unknow,113
DB42794,Unknow,M,College,0,58842,110,0,Personal Auto,Unknow,528
JB50798,Unknow,Unknow,Master,0,25629,124,2,Corporate Auto,Luxury,595
IP69763,Unknow,Unknow,College,0,77311,181,0,Personal Auto,Unknow,113
TE35785,Unknow,M,Doctor,0,0,196,2,Personal Auto,Luxury,1337
HX74855,Unknow,Unknow,High School or Below,0,95697,61,0,Personal Auto,Unknow,114
QN65180,Unknow,Unknow,Bachelor,0,22254,79,0,Personal Auto,Unknow,125
GE47180,Unknow,M,High School or Below,0,65974,113,0,Personal Auto,Luxury,235
VQ38776,Unknow,Unknow,College,0,0,76,0,Personal Auto,Unknow,395
BH86846,Unknow,Unknow,High School or Below,0,92079,65,1,Corporate Auto,Unknow,114
IN17648,Unknow,M,High School or Below,0,0,74,0,Personal Auto,Unknow,772
DF95759,Unknow,M,College,0,0,132,0,Personal Auto,Unknow,633
QG45324,Unknow,Unknow,High School or Below,0,0,73,0,Personal Auto,Unknow,350
MN61620,Unknow,Unknow,College,0,67752,131,4,Personal Auto,Luxury,168
YH86390,Unknow,Unknow,Bachelor,0,25398,64,0,Corporate Auto,Unknow,307
FY13480,Unknow,M,High School or Below,0,0,88,0,Personal Auto,Unknow,633
YH61661,Unknow,Unknow,High School or Below,0,33321,105,0,Special Auto,Unknow,504
NL93182,Unknow,Unknow,Bachelor,0,0,78,0,Corporate Auto,Unknow,845
LN31673,Unknow,Unknow,College,0,38923,99,2,Personal Auto,Unknow,115
WE68644,Unknow,Unknow,Bachelor,0,20325,100,0,Personal Auto,Luxury,668
EZ30498,Unknow,Unknow,Bachelor,0,13129,117,0,Personal Auto,Unknow,700
QY74517,Unknow,Unknow,High School or Below,0,0,73,0,Personal Auto,Unknow,525
NM88660,Unknow,Unknow,Master,0,49080,91,0,Corporate Auto,Unknow,25
MZ82036,Unknow,Unknow,College,0,42536,63,0,Personal Auto,Unknow,375
ID20929,Unknow,Unknow,Bachelor,0,29926,74,0,Corporate Auto,Unknow,418
EY50028,Unknow,Unknow,Doctor,0,0,86,0,Corporate Auto,Unknow,398
TT82373,Unknow,Unknow,Bachelor,0,21450,138,0,Personal Auto,Luxury,938
OH64088,Unknow,Unknow,High School or Below,0,33345,65,0,Corporate Auto,Unknow,338
SK97780,Unknow,Unknow,Bachelor,0,15752,90,0,Corporate Auto,Unknow,339
IO33050,Unknow,Unknow,High School or Below,0,40169,65,1,Personal Auto,Unknow,302
XA55917,Unknow,Unknow,College,0,26049,113,1,Personal Auto,Unknow,619
JK32620,Unknow,Unknow,College,0,0,68,0,Personal Auto,Unknow,326
RQ19236,Unknow,Unknow,Doctor,0,55411,100,0,Personal Auto,Luxury,259
QC47433,Unknow,Unknow,College,0,12459,70,0,Personal Auto,Unknow,336
RA93608,Unknow,Unknow,Bachelor,0,64620,76,1,Personal Auto,Unknow,364
XH97711,Unknow,Unknow,Bachelor,0,83140,61,0,Corporate Auto,Unknow,179
AU96286,Unknow,Unknow,Bachelor,0,0,92,0,Corporate Auto,Unknow,662
KC17170,Unknow,Unknow,Bachelor,0,54422,68,0,Corporate Auto,Unknow,75
ZN47335,Unknow,Unknow,College,0,68309,131,0,Corporate Auto,Unknow,306
EI46264,Unknow,Unknow,High School or Below,0,56621,65,2,Personal Auto,Unknow,84
EK87864,Unknow,Unknow,College,0,38977,70,0,Special Auto,Unknow,139
GV45403,Arizona,Unknow,Bachelor,0,0,111,0,Corporate Auto,Unknow,607
QK31192,Arizona,Unknow,High School or Below,0,0,114,0,Corporate Auto,Unknow,631
LU89008,Arizona,Unknow,College,0,0,83,0,Personal Auto,Unknow,628
NS10490,Unknow,Unknow,Bachelor,0,83235,70,0,Personal Auto,Unknow,336
KL98495,Unknow,Unknow,College,0,0,74,0,Personal Auto,Unknow,426
IU96845,Arizona,Unknow,College,0,32390,80,0,Personal Auto,Unknow,91
QL93655,Unknow,Unknow,High School or Below,0,66538,95,0,Personal Auto,Unknow,317
PF40592,Unknow,Unknow,College,0,23285,65,0,Personal Auto,Unknow,118
LZ34046,Unknow,Unknow,Bachelor,0,76358,66,0,Personal Auto,Unknow,86
JC80093,Unknow,Unknow,Master,0,21104,66,0,Personal Auto,Unknow,118
YE88490,Arizona,Unknow,College,0,55350,67,0,Personal Auto,Unknow,321
YC80498,Unknow,Unknow,College,0,12964,65,0,Personal Auto,Unknow,362
AI85843,Arizona,Unknow,Master,0,33288,86,2,Personal Auto,Unknow,221
XD66024,Arizona,Unknow,College,0,0,84,0,Personal Auto,Unknow,980
FY51713,Arizona,Unknow,Bachelor,0,56168,88,0,Personal Auto,Unknow,614
PH26378,Unknow,Unknow,College,0,0,92,0,Personal Auto,Unknow,662
WQ18638,Unknow,Unknow,High School or Below,0,23105,69,0,Personal Auto,Unknow,331
KY14688,Unknow,Unknow,Master,0,36218,68,0,Personal Auto,Unknow,145
TC97762,Unknow,Unknow,High School or Below,0,52275,62,0,Corporate Auto,Unknow,374
QC87108,Unknow,Unknow,College,0,49665,74,0,Personal Auto,Unknow,355
CX12134,Unknow,Unknow,High School or Below,0,32471,110,0,Personal Auto,Unknow,528
SM73248,Arizona,Unknow,High School or Below,0,0,86,1,Corporate Auto,Unknow,619
CK19789,Unknow,Unknow,Master,0,62773,73,0,Personal Auto,Unknow,80
UV12583,Unknow,Unknow,College,0,76694,117,0,Personal Auto,Unknow,561
JC11405,Unknow,Unknow,High School or Below,0,55687,276,0,Personal Auto,Luxury,1324
KA89683,Arizona,Unknow,High School or Below,0,0,70,0,Personal Auto,Unknow,504
BG85305,Unknow,Unknow,Doctor,0,36633,96,1,Personal Auto,Unknow,460
UQ87917,Unknow,Unknow,High School or Below,0,77060,106,0,Personal Auto,Unknow,468
XN11823,Unknow,Unknow,Bachelor,0,92600,94,0,Corporate Auto,Unknow,842
OS46571,Unknow,Unknow,High School or Below,0,0,66,0,Personal Auto,Unknow,475
PX17116,Unknow,Unknow,College,0,0,111,2,Corporate Auto,Unknow,1171
RP19541,Arizona,Unknow,College,0,64801,64,0,Personal Auto,Unknow,268
ZR25747,Unknow,Unknow,College,0,45257,103,0,Corporate Auto,Unknow,494
NQ86532,Unknow,Unknow,High School or Below,0,26854,66,0,Personal Auto,Unknow,475
JY27336,Unknow,Unknow,College,0,85840,102,2,Corporate Auto,Unknow,138
PB54378,Unknow,Unknow,Doctor,0,26463,72,0,Corporate Auto,Unknow,345
SV38190,Unknow,Unknow,Bachelor,0,30689,81,0,Personal Auto,Unknow,467
CV24005,Unknow,Unknow,High School or Below,0,29590,66,0,Corporate Auto,Unknow,467
EX28656,Unknow,Unknow,College,0,25965,253,0,Personal Auto,Luxury,1214
CF57022,Unknow,Unknow,Bachelor,0,17269,139,0,Personal Auto,Unknow,667
GM16780,Unknow,Unknow,College,0,90330,137,3,Corporate Auto,Luxury,192
BX94438,Unknow,Unknow,High School or Below,0,0,113,0,Corporate Auto,Unknow,619
RM41745,Unknow,Unknow,High School or Below,0,0,110,0,Personal Auto,Unknow,1002
XR70252,Unknow,Unknow,High School or Below,0,0,67,1,Personal Auto,Unknow,321
YH92099,Arizona,Unknow,Bachelor,0,18558,80,0,Special Auto,Unknow,384
SG81493,Unknow,Unknow,Bachelor,0,46384,113,0,Corporate Auto,Unknow,251
ZX23819,Unknow,Unknow,High School or Below,0,0,72,0,Personal Auto,Unknow,866
FJ54907,Unknow,Unknow,College,0,42303,180,0,Personal Auto,Luxury,1210
CU26127,Unknow,Unknow,Bachelor,0,71731,130,0,Corporate Auto,Unknow,599
YH60476,Unknow,Unknow,High School or Below,0,51066,74,0,Corporate Auto,Unknow,787
ZZ97035,Unknow,Unknow,College,0,0,203,0,Corporate Auto,Luxury,2027
GE82737,Unknow,Unknow,Bachelor,0,0,86,3,Personal Auto,Unknow,619
KY21873,Unknow,Unknow,College,0,0,69,0,Personal Auto,Unknow,72
UA51318,Unknow,Unknow,High School or Below,0,26173,68,1,Corporate Auto,Unknow,449
BV55014,Unknow,Unknow,Bachelor,0,24445,63,0,Personal Auto,Unknow,302
HX21307,Unknow,M,College,0,72302,66,0,Personal Auto,Unknow,316
LQ68252,Unknow,M,High School or Below,0,27208,102,0,Personal Auto,Unknow,489
CR92802,Unknow,Unknow,Master,0,36650,69,1,Special Auto,Unknow,56
SL35268,Unknow,M,College,0,30855,68,0,Corporate Auto,Unknow,259
RD62882,Unknow,Unknow,Bachelor,0,0,95,0,Personal Auto,Unknow,456
JS42382,Unknow,M,Master,0,99960,76,0,Corporate Auto,Unknow,364
BT30554,Unknow,Unknow,Bachelor,0,0,98,0,Personal Auto,Unknow,470
VP57424,Unknow,Unknow,Bachelor,0,55873,88,0,Personal Auto,Unknow,299
VU19243,Unknow,Unknow,High School or Below,0,18052,111,0,Personal Auto,Unknow,699
TA82973,Unknow,Unknow,High School or Below,0,28937,104,2,Personal Auto,Unknow,117
GK71720,Unknow,Unknow,High School or Below,0,0,86,0,Personal Auto,Unknow,545
OQ61223,Unknow,M,College,0,0,73,0,Personal Auto,Unknow,350
